Numero;Utenza;Fattura;Data;Valore (m³)
59466761;70787010;FT-2023-23076;09/10/2023;3822
59469437;40454410;FT-2024-21266;13/09/2024;3523
59472688;76081611;FT-2024-43882;08/02/2024;2305
59473417;27555928;FT-2025-84730;13/07/2025;2403
59480382;18927396;FT-2023-88538;17/01/2023;5106
59480775;28186151;FT-2024-68857;29/03/2024;977
59481456;73234672;FT-2023-57999;09/12/2023;1317
59483259;30138825;FT-2023-05214;18/02/2023;4102
59496958;71539669;FT-2024-12267;10/06/2024;2379
59503982;12543163;FT-2021-57520;08/01/2021;2811
59509550;92411643;FT-2023-99638;30/11/2023;1063
59510249;43267244;FT-2024-58352;25/03/2024;4227
59515219;79061550;FT-2022-54234;24/02/2022;3423
59518530;94587149;FT-2022-20422;16/09/2022;1018
59527173;88704811;FT-2023-01967;03/05/2023;2017
59529734;46831275;FT-2022-01420;16/10/2022;4363
59536509;28445766;FT-2022-41054;22/02/2022;5421
59541527;96424238;FT-2023-42632;28/05/2023;5322
59549504;65245787;FT-2021-41780;09/02/2021;1874
59551639;34539313;FT-2022-25695;14/06/2022;3502
59551690;77032718;FT-2026-13051;03/01/2026;3358
59558464;58704506;FT-2022-83965;14/07/2022;1611
59559772;52597927;FT-2021-68071;31/10/2021;3176
59561118;43185748;FT-2022-88749;06/01/2022;4870
59581729;81870728;FT-2025-46915;12/02/2025;1469
59582420;39732702;FT-2021-61907;22/11/2021;4785
59586984;32753046;FT-2023-34292;08/12/2023;4218
59596731;18898305;;05/06/2025;1156
59615801;30873857;FT-2022-25962;11/01/2022;2519
59622496;94984362;FT-2023-31344;19/02/2023;4061
59626301;98592663;FT-2025-22529;30/06/2025;4188
59638994;59383184;;31/03/2021;679
59639888;65312900;FT-2024-04289;14/06/2024;4215
59643140;45694804;FT-2024-93604;06/07/2024;2229
59644761;41090771;FT-2026-08146;11/04/2026;2570
59645098;83971307;FT-2021-04020;26/12/2021;4220
59645857;73917410;FT-2020-25400;19/12/2020;2101
59657874;36374845;FT-2024-80421;11/01/2024;3444
59674039;29158912;;26/01/2025;531
59676032;14666145;FT-2020-86230;22/04/2020;1380
59682947;73743738;FT-2020-42187;02/09/2020;842
59683191;75984607;FT-2023-22419;03/12/2023;4089
59684114;59729697;FT-2020-14941;12/05/2020;3059
59684152;27217337;FT-2023-71191;12/11/2023;3039
59687125;51862104;;09/09/2022;4350
59687991;51514487;FT-2024-67168;20/12/2024;2447
59694156;99947061;FT-2025-76523;27/04/2025;3226
59699804;77699242;FT-2025-45487;02/01/2025;1009
59700435;72702660;FT-2023-61280;19/04/2023;3609
59704464;20326642;FT-2022-60984;20/08/2022;3606
59708054;54472322;FT-2020-34641;14/08/2020;4305
59708625;43273997;FT-2023-54755;19/03/2023;979
59712406;13753531;FT-2022-38530;24/12/2022;4971
59712547;88911797;;16/01/2022;1619
59712700;74122474;FT-2021-13744;16/06/2021;1781
59719445;19984336;FT-2021-07430;16/12/2021;1588
59724172;65358512;FT-2024-93350;17/03/2024;4682
59728168;70856411;FT-2022-29856;09/06/2022;5122
59729646;24537525;FT-2025-63867;16/01/2025;1496
59730255;55655743;FT-2021-11535;01/11/2021;606
59730451;36818184;FT-2024-67419;08/04/2024;4466
59753491;34413395;FT-2023-82665;14/07/2023;2502
59753931;29276713;;28/03/2025;5199
59759587;50501332;FT-2020-66586;27/05/2020;418
59764714;48815881;FT-2023-65190;08/12/2023;917
59771401;64316526;FT-2024-53121;16/08/2024;4579
59771492;68700512;FT-2024-18150;05/03/2024;5052
59775973;39821093;FT-2024-23218;16/03/2024;5064
59783761;16817922;;14/08/2023;3083
59785834;98816711;FT-2023-78332;26/05/2023;4701
59787499;97005162;FT-2025-40886;11/08/2025;1201
59787693;66353153;FT-2021-27537;18/06/2021;1753
59788334;81269379;;23/02/2023;2423
59789298;18416267;FT-2024-34030;17/03/2024;1452
59796728;43468007;FT-2022-04763;12/04/2022;3283
59798138;72575326;FT-2020-40155;18/11/2020;4521
59799546;55239004;FT-2020-92343;26/12/2020;4548
59800991;36407608;;25/10/2023;1415
59813805;83454019;FT-2023-20518;17/07/2023;3049
59821141;18687441;FT-2021-30172;14/09/2021;2147
59826474;72323606;FT-2025-75279;24/01/2025;2124
59828479;31531936;FT-2022-09945;10/06/2022;2103
59829633;99631963;FT-2020-02180;07/10/2020;4743
59845018;83779626;FT-2023-25211;27/07/2023;2143
59849162;37701154;FT-2022-63336;18/03/2022;3779
59854972;54801277;FT-2020-62808;23/11/2020;4353
59856716;79800557;FT-2022-65699;24/08/2022;4928
59863738;27465421;FT-2023-84295;25/05/2023;1251
59865005;22187062;FT-2022-12207;28/10/2022;5109
59871980;82904774;FT-2022-10512;12/11/2022;4772
59873762;96172847;FT-2021-73747;14/01/2021;3990
59880008;12501554;;02/03/2023;1245
59882442;41265327;FT-2023-86998;07/08/2023;3550
59884074;38914353;FT-2024-07082;29/05/2024;2161
59885353;34575983;FT-2023-25143;30/01/2023;2650
59885384;57612189;FT-2024-44893;03/02/2024;3994
59891037;60524383;FT-2026-54468;06/03/2026;469
59897713;39436109;FT-2021-53981;19/01/2021;3546
59903494;80062394;;03/09/2024;2833
59905907;45158501;;29/08/2024;1830
59906755;83387805;FT-2022-41996;07/09/2022;2770
59918287;71195973;FT-2024-55743;25/12/2024;1784
59918341;59660251;;12/11/2023;1825
59923997;28347923;FT-2021-39813;09/10/2021;5645
59931553;63691585;FT-2024-70685;22/05/2024;3674
59931681;74609614;FT-2020-97839;18/06/2020;1328
59933137;86038597;;19/04/2025;2571
59941886;88446834;FT-2021-68818;11/07/2021;4282
59945068;20471891;FT-2022-29514;04/01/2022;1200
59946333;65252741;FT-2021-12439;25/01/2021;1490
59950482;78111433;;24/08/2020;591
59954270;65051432;FT-2021-24678;02/09/2021;4150
59968814;52095367;FT-2025-81189;11/06/2025;3580
59969905;20044364;FT-2022-46554;02/11/2022;3312
59971727;62798524;FT-2020-96833;25/07/2020;5036
59972254;87580158;FT-2023-49213;18/06/2023;629
59975282;26806919;;03/07/2024;2012
59985572;67509272;FT-2021-82621;30/06/2021;4862
60001815;60313928;FT-2021-88436;07/05/2021;2199
60006260;36456339;FT-2022-68386;11/08/2022;2138
60007161;42102916;FT-2021-78918;06/04/2021;3017
60013783;91685054;FT-2022-53048;23/02/2022;2714
60024311;18808756;FT-2023-35741;27/07/2023;2732
60024754;69479507;;24/06/2023;872
60035465;84443329;FT-2024-82637;16/01/2024;1615
60037470;86330411;FT-2025-99696;03/04/2025;4403
60045247;29699335;FT-2022-69343;08/11/2022;3721
60048447;82490322;FT-2022-69423;02/11/2022;298
60051961;62213368;FT-2024-92621;15/07/2024;2218
60055146;11440762;FT-2021-22818;05/01/2021;4380
60062911;57292774;FT-2023-82017;24/02/2023;1372
60064846;38986832;FT-2022-61172;06/05/2022;1733
60068585;43441969;FT-2023-61178;02/04/2023;4327
60074221;63780189;;27/10/2021;4632
60079919;24386632;FT-2022-02359;01/08/2022;3005
60087027;13265513;FT-2021-52551;04/10/2021;2319
60091612;30129590;FT-2022-80062;08/10/2022;4444
60092346;53898364;FT-2021-19389;13/12/2021;4776
60099865;38660416;FT-2023-69346;16/11/2023;2640
60104663;27217337;FT-2023-51925;31/03/2023;2834
60105239;21102867;FT-2023-31952;23/08/2023;2422
60106006;57712903;FT-2024-77511;11/09/2024;5109
60107269;98249353;FT-2024-11692;10/06/2024;4515
60110292;77490641;;06/10/2022;3544
60114175;89145211;FT-2026-25024;19/04/2026;4868
60114470;45490145;FT-2025-92075;16/02/2025;4439
60118663;27505665;FT-2024-96394;09/02/2024;1575
60121939;14773586;FT-2024-67769;07/11/2024;4590
60123655;19452375;FT-2025-53446;01/05/2025;4874
60124639;94309797;FT-2024-32313;23/01/2024;2220
60145326;58704506;FT-2022-61346;13/09/2022;1700
60147440;89788897;FT-2023-06477;31/12/2023;1644
60148460;45946895;FT-2022-23764;10/07/2022;5308
60159718;87306260;FT-2023-00616;18/10/2023;2410
60165693;93264897;FT-2022-47070;28/06/2022;4108
60175971;97478122;FT-2023-93048;12/10/2023;5153
60176644;99319925;FT-2024-21020;08/05/2024;3164
60179826;63946766;FT-2022-85498;11/05/2022;4335
60183331;63316495;FT-2020-13140;25/07/2020;1205
60195509;38914353;;09/08/2024;2216
60205373;94546731;FT-2022-10825;10/06/2022;2517
60211752;98374345;FT-2021-14659;12/03/2021;3227
60213412;30416415;FT-2023-69280;15/02/2023;3048
60213937;88047371;FT-2025-99140;23/12/2025;5075
60218592;90774064;FT-2022-57305;10/08/2022;4490
60226737;17049611;FT-2021-32604;29/11/2021;5372
60235002;82934172;FT-2022-62381;07/03/2022;3122
60236969;79791814;;24/10/2022;1110
60246887;50266502;FT-2024-15150;21/02/2024;4926
60249004;67663454;FT-2022-02726;21/08/2022;3345
60250191;12570162;FT-2021-44318;31/05/2021;5416
60252811;69639040;FT-2020-11900;16/12/2020;1006
60259307;57718375;FT-2023-84791;08/06/2023;2833
60263554;23334476;FT-2022-83881;16/03/2022;2869
60265827;28839774;FT-2024-26822;24/09/2024;4743
60274725;32239548;FT-2020-06534;26/07/2020;4489
60286163;26806919;FT-2025-20305;16/01/2025;2248
60293347;13559591;FT-2024-20387;17/01/2024;1085
60298931;10115477;FT-2023-17958;27/08/2023;3470
60303414;65252741;FT-2020-52994;01/04/2020;1040
60307165;86352946;FT-2021-16429;21/03/2021;3552
60307697;55470500;FT-2024-66884;02/07/2024;4646
60309980;83977406;FT-2023-32822;29/07/2023;1269
60310415;39357538;FT-2023-60419;27/07/2023;1031
60318392;33771843;;02/08/2021;5671
60319084;64829878;FT-2021-29512;11/08/2021;744
60319488;60785931;FT-2022-34526;08/01/2022;3081
60323812;47019453;FT-2021-13282;25/12/2021;2359
60329270;27590017;FT-2020-22636;09/09/2020;3830
60348359;78931350;FT-2022-34680;09/09/2022;3758
60355148;59030438;FT-2021-83276;12/09/2021;4209
60356675;57137271;FT-2022-68567;23/03/2022;3708
60361099;41943375;FT-2021-25804;26/02/2021;4584
60362693;63259399;FT-2023-41571;23/09/2023;2454
60368953;22804471;;15/05/2022;1419
60371533;24069375;FT-2021-30564;15/11/2021;829
60378449;34462882;FT-2024-11246;27/12/2024;4951
60382215;61237085;FT-2021-16037;24/10/2021;2090
60385755;47019453;FT-2021-15198;20/03/2021;2035
60388820;12690896;FT-2023-28960;30/06/2023;5233
60399448;65252741;FT-2020-77606;17/06/2020;1298
60399696;74229712;FT-2023-74166;29/08/2023;4759
60403456;38179340;;29/07/2024;3466
60415263;99873073;FT-2021-32158;30/10/2021;4050
60416032;19088307;FT-2021-33656;07/01/2021;4740
60430832;96862748;FT-2023-71365;08/07/2023;4779
60433113;52505925;;04/12/2022;3255
60435544;54073197;FT-2022-18224;01/08/2022;4430
60444386;34575983;FT-2023-95506;16/08/2023;3091
60445089;12602944;;25/10/2021;929
60450560;62394120;FT-2023-05981;01/04/2023;735
60450834;25772459;FT-2023-23183;22/02/2023;2467
60456704;88521979;FT-2023-07629;19/06/2023;1526
60467182;79680645;FT-2024-87245;12/02/2024;1710
60472389;98680589;FT-2021-99825;22/04/2021;1799
60473378;17992164;FT-2023-62287;23/12/2023;2239
60474518;96646936;FT-2023-11187;10/10/2023;2969
60475176;63269731;FT-2021-57794;24/03/2021;3711
60475380;44657871;FT-2022-24489;07/11/2022;1868
60484977;81280619;FT-2020-55656;02/11/2020;3983
60488277;11707812;;08/07/2023;3119
60488379;10167618;FT-2023-20589;07/07/2023;1929
60490797;35586277;FT-2026-66008;06/02/2026;4932
60500656;79123779;FT-2023-98793;13/02/2023;1898
60505419;91131765;;15/12/2022;2678
60507716;91489325;;14/11/2022;2471
60509451;58748562;FT-2022-17680;25/12/2022;4681
60511324;55238055;FT-2022-75723;06/07/2022;1007
60515320;75728941;FT-2023-18917;14/08/2023;3021
60516042;13042322;FT-2025-74082;29/01/2025;1197
60522808;54138459;FT-2024-48173;08/08/2024;2703
60526326;94937846;FT-2025-61812;04/04/2025;337
60526438;49089413;FT-2021-32003;02/09/2021;754
60530205;10458927;FT-2024-51614;04/06/2024;1700
60533531;16455804;FT-2025-76851;25/11/2025;3360
60534785;98319602;;03/04/2024;4680
60536270;67567667;;29/05/2020;2012
60543466;25596374;;30/08/2022;474
60562737;49456804;FT-2023-02009;23/06/2023;956
60566565;96361527;FT-2024-30561;09/09/2024;4247
60574027;19731220;;12/12/2024;3826
60574491;62747871;FT-2024-27856;06/07/2024;840
60575730;84984746;FT-2021-52869;21/01/2021;4770
60585782;95034465;;25/02/2022;1783
60589852;80062394;;25/07/2023;2289
60591758;33302927;FT-2025-65503;08/02/2025;2494
60592043;82839783;;13/04/2021;4507
60593863;78278472;FT-2025-86183;18/05/2025;2447
60595535;60438964;;03/06/2021;1622
60600969;45440711;FT-2020-76773;03/05/2020;2127
60608428;78064860;FT-2025-07771;17/01/2025;3612
60614068;13120735;FT-2024-10085;10/12/2024;2296
60614834;91715160;FT-2023-82422;12/03/2023;2011
60617587;33601071;FT-2023-53360;28/03/2023;2424
60625710;31329016;FT-2022-71477;25/03/2022;4571
60637497;34462882;FT-2025-31931;13/01/2025;4978
60648269;66321740;FT-2020-02798;28/10/2020;1437
60648621;89851583;FT-2022-31729;04/07/2022;658
60654452;44280138;FT-2025-47883;01/05/2025;2305
60655015;81997581;;14/03/2025;1920
60655091;38635834;FT-2022-38514;28/07/2022;2304
60655508;91472373;FT-2024-02623;16/02/2024;2293
60656209;60821486;FT-2021-57695;28/10/2021;2734
60657173;50803089;;11/03/2022;3243
60664423;86945919;FT-2024-56735;14/10/2024;4676
60665138;36009860;FT-2023-85341;09/01/2023;3165
60667244;34413395;FT-2023-77618;22/08/2023;2549
60671302;45118718;;20/03/2021;4131
60679685;42230233;FT-2022-05091;12/08/2022;2616
60680428;12707903;FT-2022-19635;30/04/2022;1829
60681658;15677125;FT-2022-29983;12/04/2022;3495
60682021;15717532;FT-2021-55068;01/10/2021;3531
60695036;14231697;FT-2022-86297;12/03/2022;387
60700754;51326111;FT-2025-77191;10/11/2025;1058
60702828;89262517;FT-2023-21945;16/10/2023;4605
60704088;71070335;FT-2022-20503;23/06/2022;3280
60707144;87979836;FT-2024-98493;21/12/2024;2855
60709128;90185694;FT-2024-02240;05/04/2024;1501
60710077;50930454;FT-2022-20580;11/09/2022;1303
60716818;70595516;FT-2023-47653;28/06/2023;3111
60717421;62798524;FT-2021-74884;25/09/2021;5756
60717779;19647429;;11/07/2022;1924
60720256;92975147;FT-2023-63823;18/10/2023;2095
60723715;50192936;FT-2022-88509;31/08/2022;5150
60735967;88897782;;29/10/2025;3972
60738582;53188645;FT-2023-92709;15/02/2023;1355
60739137;21426258;;22/12/2022;4994
60739306;71593998;FT-2023-53205;23/06/2023;2285
60739547;42087783;FT-2023-85054;17/10/2023;4991
60744321;74497602;FT-2024-24512;28/09/2024;3689
60751809;73187328;FT-2020-61763;26/09/2020;3250
60762808;20272405;FT-2024-22419;26/08/2024;4393
60783073;12501554;FT-2023-98959;28/05/2023;1248
60791467;12098194;;05/11/2021;3377
60794369;35889679;FT-2022-74758;13/02/2022;1690
60802965;19546887;FT-2023-15475;02/09/2023;5752
60806131;73411048;FT-2023-02414;27/09/2023;288
60811132;41832812;FT-2023-14077;31/03/2023;5105
60815962;64573875;FT-2025-92149;12/06/2025;1847
60825423;46273202;;23/01/2022;4149
60825492;88704811;FT-2023-70254;02/02/2023;1723
60826522;59996357;;05/10/2024;2058
60831174;40494841;FT-2023-46728;01/08/2023;3229
60847437;21039240;FT-2023-43053;19/12/2023;867
60850102;25709085;FT-2023-83946;02/02/2023;2343
60860571;57394731;FT-2022-97251;31/01/2022;1855
60860650;88061902;FT-2022-46421;16/09/2022;4632
60866018;27502413;FT-2021-13481;30/10/2021;4049
60873260;32960443;FT-2022-32285;02/11/2022;1560
60875479;72999466;;13/12/2022;2006
60880630;78931350;FT-2022-24704;08/06/2022;3637
60888796;97807202;FT-2020-28438;29/08/2020;4263
60903342;62182307;FT-2025-43493;21/02/2025;4002
60904169;16718222;FT-2024-32871;25/10/2024;3150
60906933;37624326;FT-2024-28248;26/01/2024;1134
60908004;59434577;FT-2024-95627;03/10/2024;1388
60912101;54424842;FT-2020-60859;30/05/2020;3030
60918209;95857491;FT-2021-49533;02/06/2021;1769
60918729;30416415;FT-2022-97043;03/06/2022;2712
60923749;18805017;FT-2021-14570;23/02/2021;585
60931332;37079551;FT-2024-80548;15/04/2024;2089
60939899;35881537;FT-2021-14849;20/08/2021;1415
60941617;79296568;FT-2024-79617;09/02/2024;2586
60942157;29635110;FT-2025-64178;21/04/2025;4790
60946127;18805017;FT-2022-00074;04/11/2022;1392
60952962;11601662;FT-2025-30959;01/08/2025;4579
60953733;31641758;;11/05/2022;1610
60965391;69222206;FT-2023-80149;31/08/2023;1803
60966054;72411241;FT-2023-41126;30/10/2023;4189
60972309;50830373;FT-2024-42329;15/06/2024;3600
60973583;78234284;FT-2020-22341;20/08/2020;892
60973704;20740913;FT-2021-72784;10/03/2021;3061
60974238;66490132;;11/04/2023;1454
60974604;37976178;FT-2022-37509;16/01/2022;3110
60976618;83342708;FT-2025-78115;02/02/2025;4985
60979487;79680645;FT-2024-82409;18/04/2024;1751
60986518;11256253;FT-2020-81195;01/12/2020;1406
60987985;51439103;FT-2023-89291;09/01/2023;567
60990634;32233693;FT-2023-35300;18/05/2023;4790
60992112;80123503;;20/01/2025;2929
60992216;23673037;FT-2022-78461;11/02/2022;3244
60995258;51884216;;23/07/2022;1934
60995955;90886693;FT-2023-60481;10/02/2023;1405
60996034;13996263;FT-2025-81834;06/09/2025;1566
60997962;80885506;FT-2023-30275;06/05/2023;2964
61001284;65072831;FT-2021-62535;14/12/2021;1179
61012459;94200141;;26/04/2023;3968
61013295;21203672;FT-2021-56954;03/02/2021;1097
61018823;68122590;FT-2024-29816;22/07/2024;1732
61019728;40013414;FT-2020-34757;19/07/2020;553
61021017;72934497;FT-2022-47283;24/11/2022;4577
61021040;37814695;FT-2024-61846;10/01/2024;1227
61032510;36303975;FT-2022-08589;17/05/2022;3411
61036454;65112747;FT-2023-43936;19/03/2023;3945
61036575;41943375;FT-2021-28496;11/01/2021;4642
61049211;56872343;;05/10/2021;3984
61056814;94656482;FT-2022-61674;24/07/2022;517
61063681;80062394;;19/07/2023;2181
61065254;31329016;FT-2022-37347;27/04/2022;4640
61067108;39357538;;01/11/2023;1293
61072890;77620901;;31/01/2024;2717
61087554;16817922;FT-2023-62297;24/10/2023;3184
61089020;32188220;FT-2024-49640;23/08/2024;3889
61094729;38150370;FT-2022-56928;22/03/2022;4730
61098280;54424842;FT-2020-43335;08/11/2020;3084
61098566;80350675;FT-2025-03155;02/04/2025;348
61106622;29284552;FT-2024-91539;01/04/2024;797
61111827;69578127;FT-2023-82629;13/01/2023;4831
61117401;24837475;FT-2024-22978;10/09/2024;2127
61117567;94222231;;19/12/2020;4872
61117679;50504726;;07/04/2021;4903
61120547;56484427;FT-2024-66095;29/03/2024;4181
61124337;28563520;FT-2020-69687;20/04/2020;607
61134150;38092428;;17/09/2025;210
61141287;71655650;FT-2022-64361;08/11/2022;776
61142592;79994494;FT-2024-22945;16/08/2024;4614
61147303;64016379;FT-2020-28110;08/11/2020;368
61148228;44499758;FT-2025-59924;19/02/2025;5311
61154698;98941321;FT-2021-84197;03/06/2021;1124
61155541;59653916;FT-2021-22035;26/06/2021;2338
61172391;53594882;FT-2020-35977;17/10/2020;1326
61175050;71125804;FT-2024-49055;26/02/2024;5007
61175369;53888048;FT-2024-53092;25/07/2024;1788
61180483;82980686;FT-2024-07739;20/07/2024;4392
61183788;84809573;FT-2023-15301;05/09/2023;5343
61192773;55871207;FT-2023-15335;28/08/2023;3528
61200552;48520232;FT-2021-86551;25/09/2021;4237
61205284;89065061;FT-2023-72901;28/12/2023;5172
61210609;11497110;FT-2022-22229;02/06/2022;1304
61210704;24309215;FT-2023-32260;16/03/2023;4376
61211097;54606069;;18/03/2023;447
61224843;34789225;FT-2021-43999;25/05/2021;2233
61236607;38211126;FT-2024-82627;07/08/2024;1492
61251397;45158807;FT-2020-30651;01/11/2020;5062
61254324;14891382;FT-2024-20895;02/02/2024;4820
61259776;29236037;FT-2024-37781;24/10/2024;1779
61260640;29639907;;17/05/2024;533
61265520;75754602;FT-2025-02208;18/01/2025;3261
61267645;39069690;FT-2023-06210;03/07/2023;4253
61270567;25447889;FT-2023-97836;22/04/2023;3246
61274211;17288959;FT-2023-97441;13/05/2023;1132
61275486;26826822;FT-2020-93137;17/12/2020;978
61279697;74969028;FT-2022-26013;18/07/2022;1434
61283816;60801963;;02/07/2021;3923
61289721;75510250;;27/01/2025;2464
61295255;30034244;FT-2022-05564;20/08/2022;1903
61298713;65546893;FT-2025-89164;30/03/2025;1971
61299581;24978266;;19/01/2022;4583
61304753;70234422;FT-2024-93208;24/06/2024;5101
61310142;36937650;FT-2022-97949;03/04/2022;1877
61313178;53535375;FT-2022-19572;15/01/2022;3948
61315642;28347923;FT-2021-21625;30/12/2021;5763
61316854;50996833;;05/09/2023;787
61320810;16076344;FT-2022-33059;04/06/2022;4276
61320864;29085432;FT-2025-91004;14/09/2025;2502
61332047;29596027;FT-2024-14370;30/11/2024;2820
61337259;89582915;;13/03/2026;2418
61340033;50971231;;11/10/2024;2698
61360027;21123590;FT-2023-08826;24/08/2023;831
61364757;31160204;FT-2022-79862;27/02/2022;3982
61366766;92072162;;25/05/2023;3686
61386542;74041209;FT-2021-36223;28/08/2021;3975
61391043;81006876;FT-2021-31027;05/11/2021;2490
61392221;83148368;FT-2025-15247;23/05/2025;987
61397065;36940539;FT-2024-49414;23/09/2024;883
61398315;67015430;FT-2024-45561;20/02/2024;3976
61399686;69079965;FT-2025-22442;20/10/2025;1290
61400795;44133513;FT-2020-22596;07/07/2020;2365
61407728;30582958;FT-2023-87622;17/06/2023;3759
61408036;28439763;FT-2021-44781;08/09/2021;4676
61411680;63666845;FT-2021-31818;29/05/2021;5552
61413902;69070554;FT-2023-74324;04/06/2023;3875
61416514;88061902;;12/09/2021;4085
61428227;11824225;FT-2022-54602;04/09/2022;663
61430120;80413090;FT-2021-97259;06/08/2021;953
61431179;32239548;FT-2021-52208;10/04/2021;5088
61432955;40013414;FT-2020-53410;19/06/2020;512
61445362;63127943;;02/02/2023;1333
61446968;25975729;FT-2022-92345;28/01/2022;4091
61447984;49886365;;21/11/2022;1020
61452653;43339395;FT-2025-81596;21/07/2025;4428
61455424;62361794;FT-2024-25266;09/11/2024;285
61459442;16643158;FT-2022-74848;19/02/2022;5225
61461976;20851846;FT-2024-22237;27/12/2024;2089
61470987;73302304;FT-2022-01395;09/08/2022;3731
61478501;96225468;FT-2025-60471;11/05/2025;4170
61493924;84168557;;17/06/2022;3089
61497244;54189974;FT-2020-93211;16/03/2020;2604
61504797;63044500;;13/02/2023;3101
61513708;49003432;FT-2022-65304;27/01/2022;892
61517339;49089413;FT-2021-54270;26/12/2021;861
61523027;11581449;FT-2022-77909;08/02/2022;2573
61524781;82728129;FT-2021-86753;09/07/2021;260
61526513;28439763;FT-2021-49690;07/08/2021;4754
61530498;95514382;FT-2023-25560;17/11/2023;4094
61535159;27046226;FT-2024-36321;08/11/2024;3458
61538191;54765224;FT-2024-18390;07/10/2024;2655
61546068;99864565;FT-2022-46324;13/06/2022;3696
61554648;11841862;FT-2020-18570;11/06/2020;586
61554659;71966760;;18/07/2022;2453
61566677;11196227;FT-2023-64523;23/07/2023;1925
61567627;16881164;FT-2020-15234;29/11/2020;4162
61573361;33478519;FT-2024-38813;28/04/2024;657
61575783;36501673;FT-2023-83995;15/08/2023;5796
61582833;56526505;FT-2022-64501;17/03/2022;3337
61585490;30360894;FT-2020-10281;06/12/2020;1702
61588369;98771699;FT-2021-19006;28/07/2021;269
61588603;38555809;;15/09/2024;5575
61595595;97591530;FT-2021-67072;28/04/2021;3676
61597339;35241056;FT-2024-75654;16/02/2024;4350
61599821;27911006;FT-2023-63090;21/09/2023;3127
61604694;16409097;FT-2023-56711;17/10/2023;2358
61605612;75896359;FT-2023-40253;09/11/2023;1171
61609798;16433226;FT-2022-64983;10/03/2022;4987
61613873;14588679;FT-2022-44328;19/02/2022;2849
61616479;85875585;FT-2020-10430;11/03/2020;1172
61617928;81842859;FT-2025-03580;06/02/2025;5458
61618215;31269748;FT-2024-15203;19/10/2024;1831
61620295;75176808;;12/09/2024;4216
61622081;60566588;FT-2022-92032;31/10/2022;3203
61623211;38981231;;06/09/2025;1072
61624558;76176620;;07/06/2023;3415
61629575;22697893;;11/02/2021;356
61633569;34888995;FT-2025-02240;20/06/2025;549
61634323;59446657;FT-2022-30121;24/11/2022;1564
61637275;65942298;FT-2021-45921;24/11/2021;4103
61639121;99990114;FT-2020-57268;12/09/2020;1306
61639701;71627141;FT-2022-76735;02/08/2022;3559
61641955;59021666;FT-2025-49440;02/09/2025;2462
61644823;44473057;FT-2025-05930;19/06/2025;970
61647087;95389097;FT-2022-95311;20/02/2022;507
61651506;60618538;FT-2020-63971;15/11/2020;428
61651793;11990502;FT-2023-71763;19/08/2023;393
61652685;38553595;FT-2022-08648;12/07/2022;4611
61654115;17049611;FT-2020-21347;30/08/2020;4707
61654166;74259931;FT-2025-68340;03/04/2025;3763
61655033;61556740;FT-2023-38319;17/07/2023;2816
61657558;72953223;;04/08/2021;5084
61658534;56010413;FT-2021-34192;21/06/2021;4629
61658592;71367157;;09/04/2025;2166
61661458;72341996;FT-2023-67140;04/10/2023;1084
61684455;23193592;FT-2022-14196;21/05/2022;3622
61685300;93172788;FT-2024-58536;29/01/2024;484
61686962;20800458;FT-2025-09312;27/12/2025;833
61688856;47804704;;15/09/2021;2216
61695427;30385407;FT-2020-98295;02/05/2020;348
61696653;39328507;;24/08/2022;5459
61696940;88912139;FT-2025-48878;20/02/2025;1081
61698599;62895392;FT-2024-51590;12/07/2024;659
61702013;74320317;FT-2022-65271;30/04/2022;4325
61703593;10934596;FT-2022-58849;25/05/2022;1587
61704621;60405669;;08/04/2024;748
61704783;15070950;FT-2024-57044;16/07/2024;859
61711688;87252287;FT-2022-82629;12/04/2022;1236
61714794;85248135;FT-2024-85221;28/01/2024;1707
61729920;99625869;FT-2021-21784;02/12/2021;1599
61730905;70299140;FT-2025-65591;30/05/2025;4440
61733519;67758097;FT-2023-04558;18/06/2023;765
61736707;33684855;FT-2025-21177;23/03/2025;3676
61736836;40085789;FT-2024-23782;20/01/2024;3146
61737269;55239004;FT-2021-11988;29/12/2021;5202
61738628;65252741;FT-2021-25295;30/01/2021;1606
61741017;14523888;FT-2023-80121;30/12/2023;4244
61761463;62023589;FT-2022-93880;17/05/2022;3727
61762121;18386379;FT-2023-65856;13/11/2023;3049
61762350;68422717;FT-2022-81186;14/04/2022;3301
61764079;59363568;FT-2022-49297;24/09/2022;4284
61771090;78527017;FT-2020-89574;10/11/2020;4955
61774588;46835991;FT-2024-35010;18/09/2024;3696
61778477;58826913;FT-2021-97165;15/06/2021;2124
61793863;40372368;FT-2022-48250;21/05/2022;3691
61800793;83976915;FT-2025-54919;08/02/2025;4614
61800808;74041209;;17/12/2021;4002
61800917;37976178;FT-2022-22785;01/06/2022;3466
61815869;44346609;FT-2024-84177;11/03/2024;898
61820096;49979927;FT-2022-54660;02/05/2022;4342
61824540;93029158;;22/06/2024;5064
61827698;48915624;FT-2021-47495;07/01/2021;3114
61830239;24415728;;14/09/2021;4884
61830828;95445877;FT-2021-88715;07/02/2021;3817
61833846;48251172;FT-2023-42336;17/02/2023;3767
61837484;91573415;FT-2021-29968;28/02/2021;659
61840425;87894896;FT-2022-19019;23/09/2022;1477
61840995;90525795;FT-2022-89255;29/04/2022;1130
61844999;28559670;FT-2025-12542;03/09/2025;2673
