NUMERO;DATA;IMPONIBILE;IVA;TOTALE
FT-2022-73637;01/04/2022;3671.73;807.78;4479.51
FT-2022-73654;31/08/2022;5698.36;1253.64;6952.00
FT-2022-73698;13/03/2022;3594.41;790.77;4385.18
FT-2022-73703;30/11/2022;3608.15;793.79;4401.94
FT-2022-73772;23/04/2022;8396.84;1847.30;10244.14
FT-2022-73794;03/09/2022;16846.20;3706.16;20552.36
FT-2022-73800;07/11/2022;8254.56;1816.00;10070.56
FT-2022-73802;03/04/2022;901.67;198.37;1100.04
FT-2022-73852;04/09/2022;11972.07;2633.86;14605.93
FT-2022-73901;10/05/2022;8631.65;1898.96;10530.61
FT-2022-73916;19/09/2022;3039.47;668.68;3708.15
FT-2022-73931;30/11/2022;15252.10;3355.46;18607.56
FT-2022-73932;03/07/2022;1532.48;337.15;1869.63
FT-2022-73949;28/06/2022;13287.05;2923.15;16210.20
FT-2022-73953;26/07/2022;4478.06;985.17;5463.23
FT-2022-73962;02/03/2022;6609.49;1454.09;8063.58
FT-2022-73973;15/03/2022;11093.54;2440.58;13534.12
FT-2022-73998;14/12/2022;13368.51;2941.07;16309.58
FT-2022-74006;31/03/2022;2515.93;553.50;3069.43
FT-2022-74071;21/03/2022;8843.53;1945.58;10789.11
FT-2022-74105;28/12/2022;3483.95;766.47;4250.42
FT-2022-74192;21/02/2022;7398.71;1627.72;9026.43
FT-2022-74219;01/06/2022;2971.11;653.64;3624.75
FT-2022-74252;06/01/2022;3588.37;789.44;4377.81
FT-2022-74277;27/06/2022;6224.13;1369.31;7593.44
FT-2022-74318;22/11/2022;8994.77;1978.85;10973.62
FT-2022-74347;11/04/2022;13417.89;2951.94;16369.83
FT-2022-74358;11/12/2022;7427.24;1633.99;9061.23
FT-2022-74368;12/05/2022;6998.58;1539.69;8538.27
FT-2022-74406;12/12/2022;2322.44;510.94;2833.38
FT-2022-74545;22/11/2022;2845.11;625.92;3471.03
FT-2022-74579;22/02/2022;8023.42;1765.15;9788.57
FT-2022-74599;31/03/2022;1811.34;398.49;2209.83
FT-2022-74612;15/07/2022;3874.65;852.42;4727.07
FT-2022-74642;13/09/2022;13502.75;2970.61;16473.36
FT-2022-74660;22/07/2022;9799.93;2155.98;11955.91
FT-2022-74673;21/02/2022;13262.40;2917.73;16180.13
FT-2022-74700;03/05/2022;2571.83;565.80;3137.63
FT-2022-74712;25/07/2022;5798.70;1275.71;7074.41
FT-2022-74741;13/04/2022;5343.04;1175.47;6518.51
FT-2022-74751;14/09/2022;13910.82;3060.38;16971.20
FT-2022-74758;14/02/2022;5209.07;1146.00;6355.07
FT-2022-74786;30/11/2022;3776.50;830.83;4607.33
FT-2022-74812;02/01/2023;3927.95;864.15;4792.10
FT-2022-74827;03/05/2022;6901.32;1518.29;8419.61
FT-2022-74828;16/12/2022;6731.27;1480.88;8212.15
FT-2022-74829;02/06/2022;3741.45;823.12;4564.57
FT-2022-74839;07/09/2022;9424.40;2073.37;11497.77
FT-2022-74848;25/02/2022;6194.50;1362.79;7557.29
FT-2022-74851;07/03/2022;5027.67;1106.09;6133.76
FT-2022-74883;03/05/2022;4579.52;1007.49;5587.01
FT-2022-74900;06/01/2023;11747.20;2584.38;14331.58
FT-2022-74932;18/07/2022;9152.19;2013.48;11165.67
FT-2022-74952;04/04/2022;7315.33;1609.37;8924.70
FT-2022-74959;01/10/2022;10273.22;2260.11;12533.33
FT-2022-74992;25/12/2022;13950.29;3069.06;17019.35
FT-2022-75008;30/03/2022;5540.53;1218.92;6759.45
FT-2022-75029;15/10/2022;4297.35;945.42;5242.77
FT-2022-75063;30/05/2022;5490.81;1207.98;6698.79
FT-2022-75078;05/10/2022;12102.35;2662.52;14764.87
FT-2022-75093;31/10/2022;3428.35;754.24;4182.59
FT-2022-75117;16/11/2022;3853.87;847.85;4701.72
FT-2022-75150;27/09/2022;2872.79;632.01;3504.80
FT-2022-75156;12/10/2022;9215.86;2027.49;11243.35
FT-2022-75161;04/12/2022;8097.82;1781.52;9879.34
FT-2022-75166;04/02/2022;4482.64;986.18;5468.82
FT-2022-75167;16/10/2022;9622.95;2117.05;11740.00
FT-2022-75179;07/07/2022;1875.42;412.59;2288.01
FT-2022-75198;24/07/2022;1206.09;265.34;1471.43
FT-2022-75253;19/07/2022;12746.88;2804.31;15551.19
FT-2022-75302;28/03/2022;6521.59;1434.75;7956.34
FT-2022-75303;10/04/2022;1036.83;228.10;1264.93
FT-2022-75308;05/01/2023;11572.83;2546.02;14118.85
FT-2022-75387;28/10/2022;2291.14;504.05;2795.19
FT-2022-75448;27/04/2022;11152.55;2453.56;13606.11
FT-2022-75462;09/04/2022;4139.43;910.67;5050.10
FT-2022-75475;08/03/2022;9087.48;1999.25;11086.73
FT-2022-75518;21/07/2022;1806.60;397.45;2204.05
FT-2022-75532;29/01/2022;13008.50;2861.87;15870.37
FT-2022-75564;12/02/2022;4456.93;980.52;5437.45
FT-2022-75589;31/05/2022;2587.87;569.33;3157.20
FT-2022-75593;14/01/2022;10162.34;2235.71;12398.05
FT-2022-75614;09/06/2022;815.36;179.38;994.74
FT-2022-75616;25/03/2022;348.89;76.76;425.65
FT-2022-75683;11/07/2022;4539.76;998.75;5538.51
FT-2022-75714;19/05/2022;6869.40;1511.27;8380.67
FT-2022-75723;09/07/2022;2373.09;522.08;2895.17
FT-2022-75739;19/07/2022;8594.80;1890.86;10485.66
FT-2022-75764;15/02/2022;8660.97;1905.41;10566.38
FT-2022-75775;04/03/2022;13169.31;2897.25;16066.56
FT-2022-75778;07/02/2022;5705.72;1255.26;6960.98
FT-2022-75845;10/10/2022;2044.35;449.76;2494.11
FT-2022-75869;04/06/2022;8626.38;1897.80;10524.18
FT-2022-75876;27/11/2022;2196.65;483.26;2679.91
FT-2022-75908;13/02/2022;3062.04;673.65;3735.69
FT-2022-76010;01/12/2022;10021.22;2204.67;12225.89
FT-2022-76057;22/07/2022;3053.56;671.78;3725.34
FT-2022-76119;21/06/2022;3958.02;870.76;4828.78
FT-2022-76179;15/02/2022;8430.83;1854.78;10285.61
FT-2022-76191;14/12/2022;7383.79;1624.43;9008.22
FT-2022-76204;21/07/2022;6832.21;1503.09;8335.30
FT-2022-76255;11/09/2022;4158.76;914.93;5073.69
FT-2022-76261;30/07/2022;6921.07;1522.64;8443.71
FT-2022-76297;24/06/2022;7351.91;1617.42;8969.33
FT-2022-76347;18/02/2022;1812.85;398.83;2211.68
FT-2022-76408;13/03/2022;7784.96;1712.69;9497.65
FT-2022-76409;09/10/2022;8745.12;1923.93;10669.05
FT-2022-76441;27/09/2022;6226.56;1369.84;7596.40
FT-2022-76487;31/05/2022;3789.94;833.79;4623.73
FT-2022-76514;03/12/2022;4745.54;1044.02;5789.56
FT-2022-76552;21/11/2022;5326.26;1171.78;6498.04
FT-2022-76563;25/03/2022;4251.15;935.25;5186.40
FT-2022-76642;09/06/2022;5872.86;1292.03;7164.89
FT-2022-76643;12/01/2022;573.11;126.08;699.19
FT-2022-76664;18/07/2022;8700.23;1914.05;10614.28
FT-2022-76667;16/01/2022;9201.72;2024.38;11226.10
FT-2022-76697;16/11/2022;4699.91;1033.98;5733.89
FT-2022-76705;20/08/2022;9814.98;2159.30;11974.28
FT-2022-76728;26/01/2022;1803.87;396.85;2200.72
FT-2022-76735;12/08/2022;5640.38;1240.88;6881.26
FT-2022-76748;08/11/2022;7081.24;1557.87;8639.11
FT-2022-76766;18/05/2022;5215.59;1147.43;6363.02
FT-2022-76797;19/08/2022;12033.61;2647.39;14681.00
FT-2022-76839;08/02/2022;5264.43;1158.17;6422.60
FT-2022-76861;04/07/2022;3791.56;834.14;4625.70
FT-2022-76866;23/09/2022;9393.77;2066.63;11460.40
FT-2022-76881;25/09/2022;2368.41;521.05;2889.46
FT-2022-76894;22/05/2022;4556.81;1002.50;5559.31
FT-2022-76919;21/06/2022;2568.64;565.10;3133.74
FT-2022-76952;19/07/2022;9752.87;2145.63;11898.50
FT-2022-76957;29/07/2022;1821.94;400.83;2222.77
FT-2022-76963;21/08/2022;1378.58;303.29;1681.87
FT-2022-76973;14/11/2022;13271.74;2919.78;16191.52
FT-2022-76979;04/08/2022;9108.38;2003.84;11112.22
FT-2022-77004;20/04/2022;6657.57;1464.67;8122.24
FT-2022-77033;12/11/2022;1434.42;315.57;1749.99
FT-2022-77110;13/06/2022;13245.18;2913.94;16159.12
FT-2022-77190;17/04/2022;4176.28;918.78;5095.06
FT-2022-77195;19/03/2022;11867.44;2610.84;14478.28
FT-2022-77217;12/06/2022;7062.82;1553.82;8616.64
FT-2022-77225;25/10/2022;2894.61;636.81;3531.42
FT-2022-77239;29/10/2022;8341.08;1835.04;10176.12
FT-2022-77245;28/08/2022;3151.27;693.28;3844.55
FT-2022-77290;06/06/2022;5527.74;1216.10;6743.84
FT-2022-77324;04/03/2022;7991.72;1758.18;9749.90
FT-2022-77353;02/03/2022;9902.47;2178.54;12081.01
FT-2022-77360;07/08/2022;1023.12;225.09;1248.21
FT-2022-77374;24/05/2022;2742.87;603.43;3346.30
FT-2022-77387;09/01/2022;12244.70;2693.83;14938.53
FT-2022-77428;02/02/2022;5604.81;1233.06;6837.87
FT-2022-77566;03/10/2022;3918.22;862.01;4780.23
FT-2022-77568;29/11/2022;8319.17;1830.22;10149.39
FT-2022-77773;18/08/2022;6120.02;1346.40;7466.42
FT-2022-77775;05/04/2022;11308.19;2487.80;13795.99
FT-2022-77793;21/05/2022;7245.69;1594.05;8839.74
FT-2022-77817;26/07/2022;7373.66;1622.21;8995.87
FT-2022-77837;24/11/2022;10868.70;2391.11;13259.81
FT-2022-77842;09/10/2022;6551.16;1441.26;7992.42
FT-2022-77847;02/07/2022;6087.22;1339.19;7426.41
FT-2022-77850;03/08/2022;14121.49;3106.73;17228.22
FT-2022-77851;01/10/2022;7792.37;1714.32;9506.69
FT-2022-77866;02/08/2022;5894.03;1296.69;7190.72
FT-2022-77909;11/02/2022;5715.57;1257.43;6973.00
FT-2022-77969;21/04/2022;11471.52;2523.73;13995.25
FT-2022-77984;13/08/2022;7194.94;1582.89;8777.83
FT-2022-78142;05/06/2022;6399.80;1407.96;7807.76
FT-2022-78158;29/08/2022;2305.68;507.25;2812.93
FT-2022-78180;10/05/2022;3116.49;685.63;3802.12
FT-2022-78193;04/10/2022;1478.99;325.38;1804.37
FT-2022-78242;26/07/2022;10356.34;2278.39;12634.73
FT-2022-78256;22/11/2022;6360.44;1399.30;7759.74
FT-2022-78267;02/09/2022;2475.14;544.53;3019.67
FT-2022-78301;25/09/2022;13458.42;2960.85;16419.27
FT-2022-78388;01/07/2022;5079.50;1117.49;6196.99
FT-2022-78409;31/10/2022;1920.63;422.54;2343.17
FT-2022-78410;13/06/2022;13189.54;2901.70;16091.24
FT-2022-78441;22/11/2022;4388.01;965.36;5353.37
FT-2022-78451;22/07/2022;9247.82;2034.52;11282.34
FT-2022-78461;16/02/2022;4358.02;958.76;5316.78
FT-2022-78471;23/04/2022;2441.86;537.21;2979.07
FT-2022-78474;16/06/2022;6792.47;1494.34;8286.81
FT-2022-78481;29/10/2022;9926.68;2183.87;12110.55
FT-2022-78482;17/02/2022;5114.70;1125.23;6239.93
FT-2022-78483;04/03/2022;824.61;181.41;1006.02
FT-2022-78489;06/07/2022;6425.19;1413.54;7838.73
FT-2022-78520;03/06/2022;6690.58;1471.93;8162.51
FT-2022-78521;18/03/2022;11390.58;2505.93;13896.51
FT-2022-78574;20/11/2022;11570.52;2545.51;14116.03
FT-2022-78610;15/09/2022;5323.72;1171.22;6494.94
FT-2022-78673;25/06/2022;4472.75;984.00;5456.75
FT-2022-78811;19/04/2022;4740.37;1042.88;5783.25
FT-2022-78815;20/05/2022;6090.30;1339.87;7430.17
FT-2022-78822;28/07/2022;1274.72;280.44;1555.16
FT-2022-78910;22/06/2022;3460.48;761.31;4221.79
FT-2022-78913;13/05/2022;4574.28;1006.34;5580.62
FT-2022-78914;28/08/2022;2717.83;597.92;3315.75
FT-2022-78933;22/04/2022;3644.93;801.88;4446.81
FT-2022-78944;01/04/2022;1452.87;319.63;1772.50
FT-2022-79025;31/07/2022;3828.00;842.16;4670.16
FT-2022-79030;20/06/2022;2647.27;582.40;3229.67
FT-2022-79073;07/02/2022;7646.28;1682.18;9328.46
FT-2022-79144;13/12/2022;8258.76;1816.93;10075.69
FT-2022-79162;14/06/2022;5502.59;1210.57;6713.16
FT-2022-79181;19/01/2022;12053.35;2651.74;14705.09
FT-2022-79182;04/07/2022;2840.47;624.90;3465.37
FT-2022-79232;08/01/2023;5809.98;1278.20;7088.18
FT-2022-79251;11/01/2022;5018.23;1104.01;6122.24
FT-2022-79260;30/10/2022;1103.95;242.87;1346.82
FT-2022-79263;31/08/2022;9288.27;2043.42;11331.69
FT-2022-79311;04/11/2022;4462.12;981.67;5443.79
FT-2022-79320;25/01/2022;1791.35;394.10;2185.45
FT-2022-79329;23/12/2022;1986.89;437.12;2424.01
FT-2022-79355;03/12/2022;5723.65;1259.20;6982.85
FT-2022-79435;01/04/2022;8210.41;1806.29;10016.70
FT-2022-79458;07/09/2022;11685.11;2570.72;14255.83
FT-2022-79549;12/06/2022;2848.16;626.60;3474.76
FT-2022-79554;01/11/2022;13266.17;2918.56;16184.73
FT-2022-79589;23/07/2022;8987.96;1977.35;10965.31
FT-2022-79623;22/05/2022;5221.08;1148.64;6369.72
FT-2022-79643;10/06/2022;8082.44;1778.14;9860.58
FT-2022-79663;28/02/2022;2478.33;545.23;3023.56
FT-2022-79675;14/11/2022;5113.40;1124.95;6238.35
FT-2022-79697;16/07/2022;8803.63;1936.80;10740.43
FT-2022-79698;26/09/2022;5264.70;1158.23;6422.93
FT-2022-79724;06/10/2022;1034.50;227.59;1262.09
FT-2022-79767;08/05/2022;874.93;192.48;1067.41
FT-2022-79794;25/10/2022;2988.05;657.37;3645.42
FT-2022-79816;24/12/2022;4318.43;950.05;5268.48
FT-2022-79829;12/12/2022;4476.83;984.90;5461.73
FT-2022-79862;09/03/2022;5222.39;1148.93;6371.32
FT-2022-79888;17/10/2022;773.45;170.16;943.61
FT-2022-79891;16/10/2022;2566.57;564.65;3131.22
FT-2022-79916;03/06/2022;8979.26;1975.44;10954.70
FT-2022-79928;23/06/2022;5409.30;1190.05;6599.35
FT-2022-79942;29/10/2022;10959.16;2411.02;13370.18
FT-2022-79957;26/02/2022;10936.82;2406.10;13342.92
FT-2022-80052;24/05/2022;1546.94;340.33;1887.27
FT-2022-80062;14/10/2022;11984.04;2636.49;14620.53
FT-2022-80076;28/11/2022;6446.41;1418.21;7864.62
FT-2022-80084;20/11/2022;3023.36;665.14;3688.50
FT-2022-80086;03/07/2022;3492.93;768.44;4261.37
FT-2022-80104;23/07/2022;9377.77;2063.11;11440.88
FT-2022-80172;16/10/2022;18523.10;4075.08;22598.18
FT-2022-80187;06/04/2022;9132.04;2009.05;11141.09
FT-2022-80212;22/04/2022;9709.52;2136.09;11845.61
FT-2022-80220;25/02/2022;10770.26;2369.46;13139.72
FT-2022-80221;13/07/2022;4111.65;904.56;5016.21
FT-2022-80227;04/10/2022;2152.94;473.65;2626.59
FT-2022-80368;07/03/2022;5513.67;1213.01;6726.68
FT-2022-80426;04/11/2022;3254.97;716.09;3971.06
FT-2022-80511;27/11/2022;580.57;127.73;708.30
FT-2022-80532;03/11/2022;7698.40;1693.65;9392.05
FT-2022-80543;21/09/2022;5864.08;1290.10;7154.18
FT-2022-80568;05/03/2022;10743.03;2363.47;13106.50
FT-2022-80600;06/07/2022;1290.63;283.94;1574.57
FT-2022-80617;26/01/2022;3517.39;773.83;4291.22
FT-2022-80653;24/08/2022;4094.20;900.72;4994.92
FT-2022-80664;29/04/2022;2981.49;655.93;3637.42
FT-2022-80669;11/09/2022;5912.39;1300.73;7213.12
FT-2022-80672;01/06/2022;10922.93;2403.04;13325.97
FT-2022-80740;03/07/2022;6821.81;1500.80;8322.61
FT-2022-80753;26/12/2022;3787.84;833.32;4621.16
FT-2022-80775;23/04/2022;3638.19;800.40;4438.59
FT-2022-80779;10/01/2022;8968.42;1973.05;10941.47
FT-2022-80806;30/10/2022;4170.10;917.42;5087.52
FT-2022-80873;04/06/2022;8627.33;1898.01;10525.34
FT-2022-80874;04/06/2022;7193.22;1582.51;8775.73
FT-2022-80888;31/08/2022;5764.25;1268.13;7032.38
FT-2022-80911;04/01/2022;10025.96;2205.71;12231.67
FT-2022-80932;14/02/2022;5083.75;1118.42;6202.17
FT-2022-80940;17/04/2022;5254.28;1155.94;6410.22
FT-2022-80963;24/12/2022;5054.09;1111.90;6165.99
FT-2022-81005;21/03/2022;2131.99;469.04;2601.03
FT-2022-81042;11/12/2022;10346.36;2276.20;12622.56
FT-2022-81043;19/03/2022;11946.40;2628.21;14574.61
FT-2022-81076;17/03/2022;8562.01;1883.64;10445.65
FT-2022-81109;22/02/2022;12999.60;2859.91;15859.51
FT-2022-81110;10/04/2022;9617.65;2115.88;11733.53
FT-2022-81111;24/01/2022;9358.73;2058.92;11417.65
FT-2022-81130;18/05/2022;2883.59;634.39;3517.98
FT-2022-81186;21/04/2022;8865.18;1950.34;10815.52
FT-2022-81207;25/03/2022;3513.18;772.90;4286.08
FT-2022-81212;09/04/2022;5127.99;1128.16;6256.15
FT-2022-81233;08/01/2023;13302.65;2926.58;16229.23
FT-2022-81234;22/02/2022;10971.82;2413.80;13385.62
FT-2022-81297;24/05/2022;2412.06;530.65;2942.71
FT-2022-81374;06/08/2022;1065.48;234.41;1299.89
FT-2022-81398;09/01/2022;1994.63;438.82;2433.45
FT-2022-81401;14/08/2022;1210.69;266.35;1477.04
FT-2022-81408;04/06/2022;3343.65;735.60;4079.25
FT-2022-81415;02/07/2022;9048.64;1990.70;11039.34
FT-2022-81416;16/06/2022;11576.92;2546.92;14123.84
FT-2022-81452;30/10/2022;1958.80;430.94;2389.74
FT-2022-81481;26/02/2022;7596.43;1671.21;9267.64
FT-2022-81530;23/12/2022;6319.63;1390.32;7709.95
FT-2022-81547;13/10/2022;9080.14;1997.63;11077.77
FT-2022-81566;13/10/2022;3901.36;858.30;4759.66
FT-2022-81574;18/03/2022;6005.09;1321.12;7326.21
FT-2022-81584;06/02/2022;12470.13;2743.43;15213.56
FT-2022-81611;01/12/2022;2224.18;489.32;2713.50
FT-2022-81616;24/06/2022;8516.22;1873.57;10389.79
FT-2022-81621;09/06/2022;5394.72;1186.84;6581.56
FT-2022-81664;13/12/2022;1465.26;322.36;1787.62
FT-2022-81665;15/02/2022;1626.84;357.90;1984.74
FT-2022-81684;03/02/2022;12873.05;2832.07;15705.12
FT-2022-81720;16/08/2022;10879.02;2393.38;13272.40
FT-2022-81837;15/12/2022;3332.84;733.22;4066.06
FT-2022-81853;31/01/2022;5071.43;1115.71;6187.14
FT-2022-81869;03/09/2022;11662.74;2565.80;14228.54
FT-2022-81891;05/04/2022;6935.16;1525.74;8460.90
FT-2022-81909;21/07/2022;12675.32;2788.57;15463.89
FT-2022-81954;24/04/2022;5768.91;1269.16;7038.07
FT-2022-81970;05/02/2022;6096.19;1341.16;7437.35
FT-2022-81983;30/11/2022;8021.64;1764.76;9786.40
FT-2022-81988;12/01/2022;5288.83;1163.54;6452.37
FT-2022-81997;13/12/2022;3573.53;786.18;4359.71
FT-2022-82041;14/03/2022;3145.19;691.94;3837.13
FT-2022-82087;25/05/2022;10953.05;2409.67;13362.72
FT-2022-82109;08/04/2022;210.56;46.32;256.88
FT-2022-82122;16/06/2022;6333.54;1393.38;7726.92
FT-2022-82137;03/07/2022;6058.22;1332.81;7391.03
FT-2022-82149;25/06/2022;12990.05;2857.81;15847.86
FT-2022-82168;25/12/2022;6477.33;1425.01;7902.34
FT-2022-82170;05/04/2022;8633.84;1899.44;10533.28
FT-2022-82183;22/05/2022;10929.45;2404.48;13333.93
FT-2022-82193;29/05/2022;4644.29;1021.74;5666.03
FT-2022-82248;10/10/2022;5549.43;1220.87;6770.30
FT-2022-82290;03/03/2022;13074.11;2876.30;15950.41
FT-2022-82310;23/11/2022;4946.39;1088.21;6034.60
FT-2022-82431;15/02/2022;6720.79;1478.57;8199.36
FT-2022-82463;19/06/2022;5673.25;1248.12;6921.37
FT-2022-82467;17/04/2022;7193.88;1582.65;8776.53
FT-2022-82534;27/07/2022;12604.33;2772.95;15377.28
FT-2022-82548;01/09/2022;2734.32;601.55;3335.87
FT-2022-82554;28/04/2022;1091.52;240.13;1331.65
FT-2022-82555;06/04/2022;3710.90;816.40;4527.30
FT-2022-82586;08/11/2022;13375.10;2942.52;16317.62
FT-2022-82611;20/04/2022;5896.33;1297.19;7193.52
FT-2022-82629;18/04/2022;2038.37;448.44;2486.81
FT-2022-82707;01/07/2022;5541.35;1219.10;6760.45
FT-2022-82729;06/04/2022;7300.10;1606.02;8906.12
FT-2022-82791;10/05/2022;4837.58;1064.27;5901.85
FT-2022-82857;02/07/2022;5181.39;1139.91;6321.30
FT-2022-82876;20/12/2022;7771.86;1709.81;9481.67
FT-2022-82890;23/09/2022;9141.23;2011.07;11152.30
FT-2022-82893;28/12/2022;12402.54;2728.56;15131.10
FT-2022-82948;13/12/2022;6242.17;1373.28;7615.45
FT-2022-82964;29/08/2022;4235.70;931.85;5167.55
FT-2022-83005;23/10/2022;13917.17;3061.78;16978.95
FT-2022-83061;04/10/2022;2468.83;543.14;3011.97
FT-2022-83066;08/12/2022;8384.92;1844.68;10229.60
FT-2022-83132;28/06/2022;9220.80;2028.58;11249.38
FT-2022-83188;03/02/2022;8113.58;1784.99;9898.57
FT-2022-83218;04/12/2022;8401.96;1848.43;10250.39
FT-2022-83281;04/02/2022;14586.20;3208.96;17795.16
FT-2022-83290;24/05/2022;3113.24;684.91;3798.15
FT-2022-83307;20/08/2022;4566.90;1004.72;5571.62
FT-2022-83345;15/08/2022;2582.76;568.21;3150.97
FT-2022-83385;26/11/2022;6115.89;1345.50;7461.39
FT-2022-83397;21/12/2022;4482.94;986.25;5469.19
FT-2022-83441;27/04/2022;8299.78;1825.95;10125.73
FT-2022-83445;03/11/2022;3610.53;794.32;4404.85
FT-2022-83461;06/02/2022;3701.16;814.26;4515.42
FT-2022-83465;14/02/2022;2597.02;571.34;3168.36
FT-2022-83469;27/03/2022;8485.60;1866.83;10352.43
FT-2022-83475;01/08/2022;730.23;160.65;890.88
FT-2022-83504;07/10/2022;5278.90;1161.36;6440.26
FT-2022-83505;22/09/2022;6099.54;1341.90;7441.44
FT-2022-83507;15/01/2022;8119.90;1786.38;9906.28
FT-2022-83594;18/07/2022;6757.56;1486.66;8244.22
FT-2022-83596;11/12/2022;7267.58;1598.87;8866.45
FT-2022-83602;19/08/2022;12199.09;2683.80;14882.89
FT-2022-83617;12/07/2022;1794.84;394.86;2189.70
FT-2022-83654;24/09/2022;7507.26;1651.60;9158.86
FT-2022-83696;13/01/2022;2751.04;605.23;3356.27
FT-2022-83717;23/02/2022;6752.15;1485.47;8237.62
FT-2022-83774;07/03/2022;6984.31;1536.55;8520.86
FT-2022-83784;11/07/2022;6689.74;1471.74;8161.48
FT-2022-83824;05/01/2023;9188.42;2021.45;11209.87
FT-2022-83880;25/02/2022;10742.43;2363.33;13105.76
FT-2022-83881;26/03/2022;6943.41;1527.55;8470.96
FT-2022-83888;20/06/2022;5014.35;1103.16;6117.51
FT-2022-83896;26/09/2022;2616.19;575.56;3191.75
FT-2022-83943;27/02/2022;3661.83;805.60;4467.43
FT-2022-83965;16/07/2022;2164.39;476.17;2640.56
FT-2022-83983;30/07/2022;6035.72;1327.86;7363.58
FT-2022-83988;29/12/2022;6196.32;1363.19;7559.51
FT-2022-83994;24/09/2022;1753.14;385.69;2138.83
FT-2022-84026;30/09/2022;6085.95;1338.91;7424.86
FT-2022-84059;24/11/2022;8200.51;1804.11;10004.62
FT-2022-84078;05/08/2022;3165.93;696.50;3862.43
FT-2022-84136;26/10/2022;2805.49;617.21;3422.70
FT-2022-84151;10/09/2022;3134.53;689.60;3824.13
FT-2022-84179;08/07/2022;1324.79;291.45;1616.24
FT-2022-84182;14/04/2022;1858.02;408.76;2266.78
FT-2022-84187;23/05/2022;1497.46;329.44;1826.90
FT-2022-84190;05/10/2022;1149.33;252.85;1402.18
FT-2022-84262;28/01/2022;17528.83;3856.34;21385.17
FT-2022-84279;23/07/2022;711.73;156.58;868.31
FT-2022-84308;04/11/2022;12404.93;2729.08;15134.01
FT-2022-84313;22/10/2022;6805.74;1497.26;8303.00
FT-2022-84343;25/01/2022;4236.70;932.07;5168.77
FT-2022-84360;12/10/2022;4749.83;1044.96;5794.79
FT-2022-84379;17/02/2022;1258.30;276.83;1535.13
FT-2022-84391;09/09/2022;4355.07;958.12;5313.19
FT-2022-84444;09/06/2022;13967.06;3072.75;17039.81
FT-2022-84464;29/06/2022;11377.05;2502.95;13880.00
FT-2022-84466;07/01/2022;6068.82;1335.14;7403.96
FT-2022-84524;17/10/2022;10610.17;2334.24;12944.41
FT-2022-84555;24/01/2022;8165.83;1796.48;9962.31
FT-2022-84580;14/12/2022;11919.49;2622.29;14541.78
FT-2022-84620;03/09/2022;2001.56;440.34;2441.90
FT-2022-84675;17/11/2022;3358.78;738.93;4097.71
FT-2022-84702;20/06/2022;5598.85;1231.75;6830.60
FT-2022-84753;22/04/2022;2439.22;536.63;2975.85
FT-2022-84760;03/06/2022;10503.24;2310.71;12813.95
FT-2022-84766;20/03/2022;7612.90;1674.84;9287.74
FT-2022-84772;29/11/2022;799.44;175.88;975.32
FT-2022-84837;04/03/2022;14371.80;3161.80;17533.60
FT-2022-84847;02/01/2023;3934.19;865.52;4799.71
FT-2022-84855;21/05/2022;7080.36;1557.68;8638.04
FT-2022-84858;21/09/2022;7013.65;1543.00;8556.65
FT-2022-84876;13/04/2022;5814.85;1279.27;7094.12
FT-2022-84929;08/01/2022;12773.05;2810.07;15583.12
FT-2022-84948;24/02/2022;4333.92;953.46;5287.38
FT-2022-84971;28/08/2022;3948.25;868.62;4816.87
FT-2022-84995;20/12/2022;10184.03;2240.49;12424.52
FT-2022-85019;30/07/2022;2267.45;498.84;2766.29
FT-2022-85043;14/12/2022;4393.22;966.51;5359.73
FT-2022-85071;08/03/2022;10066.41;2214.61;12281.02
FT-2022-85116;24/05/2022;10840.64;2384.94;13225.58
FT-2022-85164;29/11/2022;6843.57;1505.59;8349.16
FT-2022-85176;06/10/2022;3069.24;675.23;3744.47
FT-2022-85177;03/05/2022;5024.05;1105.29;6129.34
FT-2022-85227;19/12/2022;1247.48;274.45;1521.93
FT-2022-85245;09/05/2022;4970.56;1093.52;6064.08
FT-2022-85318;31/01/2022;9747.80;2144.52;11892.32
FT-2022-85325;20/02/2022;1500.25;330.06;1830.31
FT-2022-85355;14/07/2022;8973.82;1974.24;10948.06
FT-2022-85363;30/05/2022;2974.29;654.34;3628.63
FT-2022-85384;31/10/2022;3955.95;870.31;4826.26
FT-2022-85452;11/03/2022;7000.39;1540.09;8540.48
FT-2022-85455;26/12/2022;1644.72;361.84;2006.56
FT-2022-85470;16/04/2022;4051.16;891.26;4942.42
FT-2022-85491;10/10/2022;8798.32;1935.63;10733.95
FT-2022-85493;29/09/2022;3394.05;746.69;4140.74
FT-2022-85498;20/05/2022;13191.46;2902.12;16093.58
FT-2022-85586;13/07/2022;3150.92;693.20;3844.12
FT-2022-85690;14/05/2022;2962.67;651.79;3614.46
FT-2022-85705;26/01/2022;15651.75;3443.39;19095.14
FT-2022-85772;27/03/2022;15101.97;3322.43;18424.40
FT-2022-85786;21/09/2022;3365.35;740.38;4105.73
FT-2022-85875;03/06/2022;3530.14;776.63;4306.77
FT-2022-85933;06/12/2022;10389.66;2285.73;12675.39
FT-2022-85938;18/07/2022;3710.86;816.39;4527.25
FT-2022-85950;15/07/2022;7766.60;1708.65;9475.25
